Label,Sublabel,Title,Description
Environmental Benefit,EVs and renewable energy,Volvo to roll out a new electric vehicle every year through 2025,"Volvo Cars used the unveiling of the XC40 Recharge, its first electric vehicle, to lay out an ambitious business strategy that includes introducing out a new EV every year through 2025 and slashing the carbon footprint of the lifecycle of every car and SUV it…"
Environmental Benefit,EVs and renewable energy,"By endorsing Trump, Elon Musk is gambling with Tesla’s future","Elon Musk’s endorsement of Donald Trump could endanger Tesla, especially as the company is going through a sales slump."
Environmental Benefit,EVs and renewable energy,Here’s what’s on tap today at TC Sessions: Mobility 2021,"It’s game day for mobility tech mavens around the world. Well, at least for the ones who made the savvy decision to attend TC Sessions: Mobility 2021. Are you ready for a day packed with potential, overflowing with opportunity and focused on the future of tra…"
Environmental Benefit,EVs and renewable energy,Just 72 hours left to save $100 on passes to TC Sessions: Mobility 2021,"So much can happen in 72 hours, and it’s easy to get distracted — especially when you’re building a startup in the fast lane that is mobility tech. But listen up: you have just 72 hours left to save $100 on your pass to TC Sessions: Mobility 2021 on June 9. D…"
Environmental Benefit,EVs and renewable energy,"The Station: Lime scoots towards profitability, a framework for AVs, and another electric vehicle SPAC","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Hi folks, welcome back to The Station, a newsletter dedicated to all the present and future ways peo…"
Environmental Benefit,EVs and renewable energy,"The Station: Rivian makes its IPO move, Nuro pushes into Nevada and Waymo scales up in SF","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hello readers: Welcome to The Station, your central hub for all past, present and future means of mov…"
Environmental Benefit,EVs and renewable energy,Announcing the Agenda for TC Sessions: Mobility 2021,"TC Sessions: Mobility is back and we’re excited to give you the first look at who is coming to the main stage and what we plan to talk about. The event will be virtual, but never fear, we will bring you the same informative panels and provocative one-on-one i…"
Environmental Benefit,EVs and renewable energy,"The Station: A chat with Scale AI’s Alexandr Wang, the NYC scooter winners and TuSimple goes public","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hi there, new and returning readers. This is The Station, a weekly newsletter dedicated to all the wa…"
Environmental Benefit,EVs and renewable energy,COP28: Five reasons for optimism on climate,"Amid all the doom and gloom on climate change, there are some good reasons for cautious optimism."
Environmental Benefit,EVs and renewable energy,Are the solutions to fight climate change making progress?,"The world is well off track to limit warming to 1.5C, but there have been some encouraging steps."
Environmental Benefit,EVs and renewable energy,Power people,Home energy storage could lead to lower bills...eventually.
Environmental Benefit,EVs and renewable energy,"China's BYD nabs $113M to produce IGBTs, the 'CPU of electric cars'","BYD Co., the Chinese auto giant backed by Warren Buffett, is rushing to make China self-sufficient in the production of electric vehicles. On Monday, the firm said in a filing it has secured 800 million yuan ($113 million) in a Series A+ round for its chipmak…"
Environmental Benefit,EVs and renewable energy,LanzaJet inks deal with British Airways for 7500 tons of fuel low emission fuel additive per year,"LanzaJet, the renewable jet fuel startup spun out from the longtime renewable and synthetic fuel manufacturer, LanzaTech, has inked a supply agreement with..."
Environmental Benefit,EVs and renewable energy,Stellantis locks in lithium supply agreement to secure EV battery materials,"Stellantis, the global corporation formed through a merger between Fiat Chrysler Automobiles and French automaker Groupe PSA, signed a binding agreement with..."
Environmental Benefit,EVs and renewable energy,Germany's incoming government wants to end coal use by 2030,"Germany plans to phase out coal use by 2030, eight years earlier than previously planned, as part of its latest climate pledge.  Per the BBC, Olaf Scholz..."
Environmental Benefit,EVs and renewable energy,HeyCharge's underground charging solution raises $4.7M Seed led by BMW i Ventures,"EV charging continues to be a high-growth business, for obvious reasons.  Since 2007, one of the largest players has been ChargePoint, the floated US company..."
Environmental Benefit,EVs and renewable energy,The Station: Another Uber spinout is born and EVs dominate SPACs,The Station is a weekly newsletter dedicated to all things transportation.  Sign up here — just click The Station — to receive it every weekend in your inbox...
Environmental Benefit,EVs and renewable energy,Can cars be used as mini power stations?,A trial aims to determine the viability of electric vehicles feeding energy back into the grid.
Environmental Benefit,EVs and renewable energy,"EV charging companies push faster at-home charges, V2G and connectivity at CES",EV charging companies have been showing their wares at CES for years now.  With dozens of electric passenger cars and commercial fleets expected to hit the...
Environmental Benefit,EVs and renewable energy,Key takeaways from the SOSV Climate Tech Summit,"Two weeks ago, 50 iconic founders and investors shared their insights on how the world can tackle the planetary ""Code Red"" with over 2,000 participants at..."
Environmental Benefit,EVs and renewable energy,Revel to expand EV fast-charging network with backing from BlackRock,"Revel, the Brooklyn-based startup that first made a name for itself with its iconic shared blue electric mopeds in New York City, has raised a $126 million..."
Environmental Benefit,EVs and renewable energy,How to meet the demand of EV infrastructure and maintain a stable grid,"As electric vehicles (EVs) become the new standard, charging infrastructure will become a commonplace detail blending into the landscape, available in a host..."
Environmental Benefit,EVs and renewable energy,"VC has a pivotal role to play in the climate fight, but it can’t do everything","The COP26 in Glasgow last week averted disaster but also made clear the private sector’s crucial role in tackling climate change.  Back in 2006, Al Gore’s..."
Environmental Benefit,EVs and renewable energy,"JB Straubel, Redwood Materials founder and Tesla board member, is headed to TC Disrupt 2023","In the world of electric vehicles, batteries and renewable energy systems, you’d be hard pressed to find anyone more experienced than JB Straubel.  Redwood..."
Environmental Benefit,EVs and renewable energy,"Honda Motor Co announces plans for eVTOL, avatar robots and space technologies","Honda Motor Company announced plans to innovate in new business areas like electric vertical take-off and landing aircraft (eVTOL), bipedal robots and space ..."
Environmental Benefit,EVs and renewable energy,"The Station: Lime scoots towards profitability, a framework for AVs, and another electric vehicle SPAC",Micromobility startups were some that suffered in the early days of the pandemic.  Lime  is the latest example.  Lime said this week it has moved beyond the ...
Environmental Benefit,EVs and renewable energy,Rivian announces membership plan with complementary charging and LTE connectivity,"With R1T trucks rolling off the assembly line at its factory in Normal, Illinois, Rivian continues to prepare for the official debut of its first EVs later..."
Environmental Benefit,EVs and renewable energy,After VCs spend millions Nigeria restricts ride-hail motorbike taxis,"Nigeria's commercial hub of Lagos has shaken up its transportation order. At the center are the West African country's motorcycle taxis — referred to locally as okadas — which face newly enforced regulatory restrictions on their movement. Ventures Max.ng, ORi…"
Environmental Benefit,EVs and renewable energy,"The Station: Amazon reveals Rivian stake, the Tesla FSD saga continues and Aurora snaps up a CIG startup",It's been an insane week of news that kicked off with Tesla hitting a trillion-dollar market valuation when shares pushed higher after Hertz announced plans ...
Environmental Benefit,EVs and renewable energy,"The Station: Dispatches from a US-Ukrainian startup, Waymo gets a trade secret win and Rivian's production strategy","The majority of the company, about 40 people, are based all over Ukraine and have been communicating with each other.  Many spent hours — one reported a 25..."
Environmental Benefit,EVs and renewable energy,"Sono Motors has gone public, aims to get Sion solar electric vehicle to market by 2023","The idea for Sono Motors, the company that wants to power every electric vehicle using solar power, started nine years ago in a Munich basement when two..."
Environmental Benefit,EVs and renewable energy,GM pledges to be carbon neutral by 2040 with zero tailpipe emission vehicles by 2035,General Motors pledged to be carbon neutral by 2040 -- removing emissions from all of its products and global operations or offsetting those emissions...
Environmental Benefit,EVs and renewable energy,GM's US factories will switch to renewable energy five years ahead of schedule,"Earlier this year, GM announced plans to go green by 2035 with the vehicles it produces and by 2030 with how it produces them.  Now, the company has..."
Environmental Benefit,EVs and renewable energy,Startup founded by 'Survivor' champ debuts airless bike tires based on NASA rover tech,"As NASA is quick to remind people, the investments it funnels towards space exploration often winds up improving life on Earth – and it's now in the business..."
Environmental Benefit,EVs and renewable energy,Polluting firms 'will be hit by climate policies',"Which business sectors will be winners and losers when, and if, climate change policies take affect?"
Environmental Benefit,EVs and renewable energy,Boom times for US green energy as federal cash flows in,The US government has directed unprecedented sums of money at green energy projects.
Environmental Benefit,EVs and renewable energy,"The Station: Einride preps for a US expansion, Argo AI reveals its lidar specs and a Tesla Autopilot reality check",The Station is a weekly newsletter dedicated to all things transportation.  Sign up here — just click The Station — to receive it every weekend in your inbox...
Environmental Benefit,EVs and renewable energy,Fired GitHub employee reaches 'amicable resolution' with company,"GitHub has reached an ""amicable resolution"" with the person the company fired in the aftermath of the attack on the U.S. Capitol in January, the former..."
Environmental Benefit,EVs and renewable energy,Announcing the Agenda for TC Sessions: Mobility 2021,"If you’re a startup or investor, you can listen in, network and connect with other participants here in Silicon Valley.  TechCrunch reporters and editors..."
Environmental Benefit,EVs and renewable energy,Is it time to start producing my own home energy?,BBC Scotland energy correspondent Kevin Keane looks at the costs of alternative ways to power your home.
Environmental Benefit,EVs and renewable energy,"EV charging solutions will become an asset, not a liability, to the grid",President Joe Biden's plan for electric vehicles (EVs) to comprise roughly half of U.S. sales by 2030 is a clear indication that the U.S. is making strides...
Environmental Benefit,EVs and renewable energy,Vaya Africa launches electric ride-hail taxi network,"Vaya Africa, a ride-hail mobility venture founded by Zimbabwean mogul Strive Masiyiwa, has launched an electric taxi service and charging network in Zimbabwe with plans to expand across the continent. The South Africa headquartered company has acquired a flee…"
Environmental Benefit,EVs and renewable energy,"BYD is overtaking Tesla, but its EV dream skips the US for now","A Chinese electric vehicle brand that's rarely spotted in the U.S. is quickly catching up to Tesla's dominance of the global EV market.  BYD, which started..."
Environmental Benefit,EVs and renewable energy,Amazon taps $2B climate fund to invest in three more startups,"Amazon has dipped back into its $2 billion climate fund and invested in several startups, including one that is developing fast-charging technology for..."
Environmental Benefit,EVs and renewable energy,Al Gore puts $600M into UK Green energy-tech startup Octopus Energy Group,Former Vice President Al Gore has invested $600 million of equity into UK energy startup Octopus Energy Group via his Generation Investment Management...
Environmental Benefit,EVs and renewable energy,BasiGo secures $4.3 million in seed funding to accelerate mass transit EV adoption in Kenya,"Kenya-based EV startup BasiGo has closed $4.3 million in seed funding, three months after setting up operations in East Africa’s biggest economy, to provide ..."
Environmental Benefit,EVs and renewable energy,Toyota will debut its first mass-market EVs in the US this year,"Toyota, the world’s leading automaker, will debut two all-electric vehicles later this year alongside a new hybrid. The Japanese company has, to date, only made a handful of all-electric vehicles in China and the Rav4 EV in the US, all while other automakers …"
Environmental Benefit,EVs and renewable energy,This startup's novel tech promises to boost battery capacity for EVs,"Five years ago, Jonathan Tan and Roger Basu were on the hunt to find an industry where they could take their expertise in thin-film technology and make the..."
Environmental Benefit,EVs and renewable energy,Varaha helps Indian farmers reduce climate-harming practices like burning crop residue and flooding rice fields,"Generally speaking, carbon offsets are granted when an organization or company engages in a practice that reduces CO2 emissions, such as replacing fossil..."
Environmental Benefit,EVs and renewable energy,VC and former politician Steve Westly is feeling electrified right now; here's why,"A former controller and CFO of the state of California, Steve Westly is passionate about government. The onetime eBay exec and early Tesla board member has also been a proponent of clean energy for roughly 30 years, so he’s feeling optimistic right now, with …"
Environmental Benefit,EVs and renewable energy,Apple's sustainability-focused Impact Accelerator invites first 15 Black- and brown-owned companies,"Among Apple's more recent social good initiatives is the Impact Accelerator, an effort launched about a year ago intended to find and elevate minority-owned ..."
Environmental Benefit,EVs and renewable energy,Orkney 'smart energy' grid project launched,The £28.5m Orkney project will use domestic batteries and electric vehicles in a bid to meet supply with demand in a balanced way.
Environmental Benefit,EVs and renewable energy,Toyota will build its first US battery plant in North Carolina,"Toyota Motor will build its first battery factory in the U.S. in North Carolina, the company and state officials confirmed Monday, as more automakers seek to..."
Environmental Benefit,EVs and renewable energy,EV subscription service Onto partners with Shell to expand access to charging,British electric vehicle subscription service Onto has partnered with Shell to give its users access to charging stations in preparation for a wave of new...
Environmental Benefit,EVs and renewable energy,"Toyota partners to build affordable commercial electric vans, light-duty trucks","Toyota is partnering with Suzuki Motor Corporation, Daihatsu Motor Co. and Commercial Japan Partnership Technologies (CJPT) to build mini commercial electric..."
Environmental Benefit,EVs and renewable energy,The Station: Inside the Rivian R1T and its IPO filing,"Welp, it was an EV heavy week, starting with the Polestar SPAC and ending with the Rivian IPO filing (curses to the late Friday regulatory filing).  There..."
Environmental Benefit,EVs and renewable energy,"The Station: ADA turns 30, Panasonic’s new battery tech and delivery (data) woes - TechCrunch","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Hello and welcome back to The Station, a newsletter dedicated to all the present and future ways peo…"
Environmental Benefit,EVs and renewable energy,Rivian aims to slash carbon footprint of its next-generation EVs,"Rivian says it will slash in half the lifetime carbon footprint for its next generation of electric vehicles, as it commits to buying more renewable energy."
Environmental Benefit,EVs and renewable energy,Smart devices and the fight against climate change,A major new United Nations report includes smart devices in its strategies for tackling climate change.
Environmental Benefit,EVs and renewable energy,The Polestar 4 replaces a rear window with a hi-def screen,"Polestar introduced the Polestar 4, the second SUV in its lineup, at Auto Shanghai 2023.  The Polestar 4 has plenty of new specs that make it turn heads, but..."
Environmental Benefit,EVs and renewable energy,"Another AV company hits the skids, Scout Motors picks a home and Tesla's tepid investor day","FYI, next week I will be in Austin to attend SXSW.  In the days leading up to Tesla Investor Day, there was a lot of chatter and speculation about what..."
Environmental Benefit,EVs and renewable energy,Six things the UK could do to tackle climate change,People from the Queen to Greta Thunberg are calling for action - so what should that action be?
Environmental Benefit,EVs and renewable energy,GM locks in two deals that will bolster US rare earth magnet production,General Motors has spent the past year securing a domestic supply chain for the millions of electric vehicles it plans to produce by the end of the decade...
Environmental Benefit,EVs and renewable energy,A new intergovernmental group will try to stem abuses tied to critical mineral mining,"EVs, solar panels, and wind turbines all require a lot of minerals. Can a new United Nations panel curb abuses tied to mining for lithium, cobalt, and other critical minerals?"
Environmental Benefit,EVs and renewable energy,"The Station: Rivian makes its IPO move, Nuro pushes into Nevada and Waymo scales up in SF","Also, it's been awhile since I have directed y'all to The Autonocast, the podcast I co-host with Alex Roy and Ed Niedermeyer.  You also can send a direct..."
Environmental Benefit,EVs and renewable energy,"Tesla promises cars that connect to the grid, even if Elon Musk doesn’t really want them to","Electric vehicles are a potentially powerful untapped source of energy that can stabilize the grid during power shortages. Tesla’s future EVs will have bi-directional charging in the future, the company announced during Battery Day."
Environmental Benefit,EVs and renewable energy,US announces $3 billion in funding for new battery projects,The Department of Energy announced $3 billion in funding for projects meant to build up a domestic supply chain of batteries for EVs and renewable energy.
Environmental Benefit,EVs and renewable energy,The Station: Inside the Rivian R1T and its IPO filing,"Welp, it was an EV heavy week, starting with the Polestar SPAC and ending with the Rivian IPO filing (curses to the late Friday regulatory filing).  There..."
Environmental Benefit,EVs and renewable energy,'Ambitious' EV charger rollout gets under way,"The first of 2,500 new EV chargers has been installed at Follingham Court in Hoxton."
Environmental Benefit,EVs and renewable energy,"Equity Monday: Stripe's epic new valuation, Deliveroo's IPO, and WeWork numbers","Hello and welcome back to Equity, TechCrunch’s venture capital-focused podcast where we unpack the numbers behind the headlines.  This is Equity Monday, our ..."
Environmental Benefit,EVs and renewable energy,Using cameras and AI to help exoskeletons adapt to their environment,Researchers at Canada’s University of Waterloo are showcasing work with prosthesis and exoskeletons that utilizes cameras and AI to deliver more natural...
Environmental Benefit,EVs and renewable energy,Elon Musk’s sustainability dreams for Tesla need to start in his own backyard,"Tesla unveiled its latest Master Plan, and Elon Musk sees the company leading the charge toward “a sustainable energy Earth.” But making EVs isn’t enough — Tesla still has its own mess to clean up."
Environmental Benefit,EVs and renewable energy,"The Station: A Tesla-NHTSA fight brews, catching up with Kodiak and how LA is prepping for air taxis","Aria Alamalhodaei took a deep dive into Urban Movement Labs, a non-profit organization that spun out of LA Mayor Eric Garcetti’s office, and what it's doing ..."
Environmental Benefit,EVs and renewable energy,New climate goals are going to need a lot more minerals,"Clean energy will drive up demand for critical minerals, but the world isn’t on track to produce enough, according to a report by the International Energy Agency. That shortfall could hold up progress on climate change goals."
Environmental Benefit,EVs and renewable energy,How an off-road rally for women keeps EVs rolling using clean energy,The Rebelle Rally is an off-road motorsports event for women that uses green hydrogen and other clean energy sources to keep the EVs fully charged.
Environmental Benefit,EVs and renewable energy,$5.7M stolen in Roll crypto heist after hot wallet hacked,A security breach at cryptocurrency platform Roll allowed a hacker to obtain the private key to its hot wallet and steal its contents — worth about $5.7...
Environmental Benefit,EVs and renewable energy,Swell launches its app for asynchronous voice conversations,"You might think that Clubhouse is the final word on audio-centric social networks, but a San Francisco startup called Swell is launching its own iOS and..."
Environmental Benefit,EVs and renewable energy,Get feedback on your pitch deck from tech leaders on Extra Crunch Live,"The importance of the pitch deck can’t be underestimated.  It is often the first point of contact between a company and venture investors, but how investors ..."
General Pro,long-term benefits of EVs,"Despite pandemic setbacks, the clean energy future is underway","Since many business operations are struggling to find cash and loans to just remain open, new clean technology may be delayed."
General Pro,long-term benefits of EVs,Trump’s war on electric cars has only just begun,"Donald Trump is targeting the auto industry’s shift to electric vehicles, but his success will depend on Congress’ willingness to axe popular incentives."
General Pro,long-term benefits of EVs,A history of Apple making us buy new cables,"Apple will likely add USB-C to iPhone 15, making users buy new cables to replace their Lightning ones. Apple previously removed the 30-pin Dock Connector for iPod, FireWire, and other ports in favor of new standards."
General Pro,long-term benefits of EVs,"Extra Crunch roundup: Jam City SPAC, startup PR, telemedicine market map, more","Full disclosure: the second time I worked at a startup founded by Mark Pincus, his dog Zinga slept behind my desk and I was one of her favorite dog-sitters."
General Pro,long-term benefits of EVs,"The Station: Amazon eyes Zoox, Aurora goes back to school and Cabana hits the road","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Hi and welcome back to The Station, a newsletter dedicated to all the present and future ways people…"
General Pro,long-term benefits of EVs,"The Station: Uber’s new battles in the UK, Lucid Motors’ second life plans and Cruise acquires Voyage","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Hi friends and new readers, welcome to The Station, a newsletter dedicated to all the present and fu…"
General Pro,long-term benefits of EVs,"The Station: Bird spikes Circ in the Middle East, Kitty Hawk folds Flyer, Cruise attempts a hiring coup","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Hi friends and first-time readers. Welcome back to The Station, a newsletter dedicated to all the pr…"
General Pro,long-term benefits of EVs,BrightDrop isn’t just selling electric vans — it’s redesigning delivery,"CEO Travis Katz is running a sustainable delivery startup, working to make same-day packages green from within century-old car company General Motors."
General Pro,long-term benefits of EVs,Lyft deploys 200 long-range EVs for its rideshare rental fleet in Colorado,"Lyft is making 200 new long-range EVs available to rideshare drivers as part of its Express Drive program, the company revealed today. Express Drive is a program that Lyft offers to provide rental cars to drivers on its platform as an alternative to options l…"
General Pro,long-term benefits of EVs,Big tech earnings in less than 500 words,This afternoon Alphabet and Microsoft and Pinterest reported their quarterly earnings results for the first three months of 2021.  Microsoft and Pinterest...
General Pro,long-term benefits of EVs,Climate change: Will I still be able to fly in a net zero world?,A new study asks if lifestyle changes including an end to flying will be necessary to reach net zero?
General Pro,long-term benefits of EVs,Digital securities platform iSTOX closes $50 million Series A to make private equity accessible to more investors,"Two of its new backers are the government-owned Development Bank of Japan and JIC Venture Growth Investments, the venture capital arm of Japan Investment..."
General Pro,long-term benefits of EVs,Apple said to be working a high-priced standalone VR headset as debut mixed reality product,"Apple is reportedly working on developing a high-end virtual reality headset for a potential sales debut in 2022, per a new Bloomberg report.  The headset..."
General Pro,long-term benefits of EVs,Genflow nabs $11M investment from BGF,"Genflow, a London an0d LA-based brand building agency that offers an e-commerce and mobile tech platform to let influencers start companies, has raised $11..."
General Pro,long-term benefits of EVs,Eight Roads Ventures Europe appoints Lucile Cornet to Partner,"Lucile Cornet has been appointed Partner with Eight Roads Ventures Europe, a firm focusing on startups in Europe and Israel.  Cornet is its first female..."
General Pro,long-term benefits of EVs,"The Station: Uber's new battles in the UK, Lucid Motors' second life plans and Cruise acquires Voyage",The Station is a weekly newsletter dedicated to all things transportation.  Sign up here — just click The Station — to receive it every Saturday in your...
General Pro,long-term benefits of EVs,The shift to EVs is slowly killing off AM radio — and that’s bad for emergency broadcasts,"More car companies are discontinuing the use of AM radio, which could make it more difficult to broadcast emergency messages."
General Pro,long-term benefits of EVs,Lyft deploys 200 long-range EVs for its rideshare rental fleet in Colorado,"Lyft is making 200 new long-range EVs available to rideshare drivers as part of its Express Drive program, the company revealed today. Express Drive is a program that Lyft offers to provide rental cars to drivers on its platform, as an alternative to options …"
General Pro,long-term benefits of EVs,"Watch SpaceX's first dedicated rideshare rocket launch live, carrying a record-breaking payload of satellites",SpaceX is set to launch the very first of its dedicated rideshare missions – an offering it introduced in 2019 that allows small satellite operators to book ...
General Pro,long-term benefits of EVs,Accounting automation startup Georges raises $42.4 million and rebrands to Indy,French startup Georges — or Georges.tech — is raising a new round of funding of $42.4 million (€35 million).  The company is also getting a new name and will...
General Pro,long-term benefits of EVs,"Electric automaker Rivian valuation pops above GM, Ford in biggest IPO of 2021","The euphoria around Rivian kicked into overdrive Wednesday as it debuted as a publicly traded company, with an opening share price of $106.75.  If that..."
General Pro,long-term benefits of EVs,Daily Crunch: Trump pardons Anthony Levandowski,"On his way out the door, President Donald Trump pardons a former Googler, Jack Ma reappears and Wattpad gets acquired.  Although Donald Trump is no longer..."
General Pro,long-term benefits of EVs,Financial forecasting startup Springbox AI launches its apps and raises $2M,"Springbox AI, an AI-powered financial forecasting application designed to replace financial market investment service and aimed at the average financial..."
General Pro,long-term benefits of EVs,Wireless charging tech developer Powermat pivots to industrial applications with Jetsons Robotics partnerhsip,When the two year-old Indian company Jetsons Robotics began searching for a partner to help design charging stations for their autonomous rooftop solar...
General Pro,long-term benefits of EVs,Soci raises $80M for its localized marketing platform,"National and global companies like Ace Hardware, Anytime Fitness, The Hertz Corporation and Nekter Juice Bar use Soci (pronounced soh-shee) to coordinate..."
General Pro,long-term benefits of EVs,Raspberry Pi Foundation launches $4 microcontroller with custom chip,"Meet the Raspberry Pi Pico, a tiny little microcontroller that lets you build hardware projects with some code running on the microcontroller.  If you’re not..."
General Pro,long-term benefits of EVs,"The Station: ADA turns 30, Panasonic’s new battery tech and delivery (data) woes - TechCrunch","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. Hello and welcome back to The Station, a newsletter dedicated to all the present and future ways peo…"
General Pro,long-term benefits of EVs,"The Station: Amazon eyes Zoox, Aurora goes back to school and Cabana hits the road","A photo below, courtesy of Cris Moffitt, shows a sliver of the thousands of bikes at the yard in North Carolina. Keaks (Kirsten Korosec) has been working on a big(ish) story about JUMP for the last week. Meanwhile, we noticed Superpedestrian, the startup that…"
General Pro,long-term benefits of EVs,"The Station: Bird spikes Circ in the Middle East, Kitty Hawk folds Flyer, Cruise attempts a hiring coup","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every Saturday in your inbox. In the past two weeks, demonstrators have taken to the streets to protest police brutality following…"
General Pro,long-term benefits of EVs,"The Station: Aurora gets closer to a SPAC deal, Spin's new strategy and Waymo One app numbers","If you want access to the main stage — where folks like Mate Rimac, Chris Urmson and GM's Pam Fletcher will be interviewed — then type in ""Station50"" to buy ..."
General Pro,long-term benefits of EVs,Henrik Fisker wants to sell you an EV you can actually afford,"Henrik Fisker, CEO of EV startup Fisker Inc., talks affordable EVs, manufacturing woes, and the recent short sellers report alleging improprieties at his company."
General Pro,long-term benefits of EVs,Scottish election 2021: Scottish Conservative policies explained,The party has launched its election manifesto. What are its most eye-catching promises?
General Pro,long-term benefits of EVs,Cruise lays off nearly a quarter of the company after GM slashes driverless spending,"Cruise laid off 900 employees, or a quarter of the company, after General Motors said it was slashing spending for the driverless taxi company."
General Pro,long-term benefits of EVs,"Yes, the new electric vehicle tax credits are really confusing, but we can help","Shopping for a new electric vehicle but confused about what qualifies for the new tax credit under the Inflation Reduction Act? You’re not alone, and we’re here to help."
General Pro,long-term benefits of EVs,"How big companies kill ideas — and how to fight back, with Tony Fadell","Stories and lessons from his time at Apple and Google, as told in his new book, Build: An Unorthodox Guide to Making Things Worth Making"
General Pro,long-term benefits of EVs,GM software boss: we have ‘high conviction’ ditching CarPlay is the right path,"GM’s new SVP of software, on dropping support for CarPlay and Android Auto — and what’s next."
General Pro,long-term benefits of EVs,Rivian CEO RJ Scaringe says too many carmakers are copying Tesla,Rivian’s founder thinks the EV market is “fairly saturated with Teslas.”
General Pro,long-term benefits of EVs,Rivian CEO RJ Scaringe on ramping up R1T production and competing with the Cybertruck,"RJ Scaringe sat down to discuss supply chain challenges, the company’s Amazon deal, and competing with the Cybertruck."
General Pro,long-term benefits of EVs,Volvo CEO Jim Rowan thinks dropping Apple CarPlay is a mistake,"The new Volvo CEO discusses the future of EVs, in-car software, and subscription models."
General Pro,long-term benefits of EVs,A vote for Donald Trump is a vote for school shootings and measles,"Donald Trump simply will not engage with democracy. A vote for Kamala Harris in the 2024 presidential election is a vote for solving collective action problems, together."
General Pro,long-term benefits of EVs,John Deere turned tractors into computers — what’s next?,"John Deere CTO Jahmy Hindman on the technology of precision agriculture, right to repair, and dealing with the global chip shortage."
General Pro,long-term benefits of EVs,Mercedes-Benz CEO Ola Källenius on not using Apple’s next-gen CarPlay and why EVs are still the future,Mercedes-Benz CEO Ola Källenius talks about the Mercedes electric G-Wagen design and why the company wants to control MBUX and its own car OS.
General Pro,long-term benefits of EVs,Pete Buttigieg has a few things to say on his way out,"In an exit interview, US Transportation Secretary Pete Buttigieg spoke about Donald Trump’s threats to eliminate EV subsidies, Elon Musk’s new-founded political power, and what is still left to do."
General Pro,long-term benefits of EVs,"Arm CEO Rene Haas on the AI chip race, Intel, and what Trump means for tech","Arm, now a public company after the failed Nvidia acquisition, is betting big on the future of AI."
General Pro,long-term benefits of EVs,"The Station: Aurora gets closer to a SPAC deal, Spin’s new strategy and Waymo One app numbers","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hello and welcome back to The Station, a weekly newsletter dedicated to all the ways people and packa…"
General Pro,long-term benefits of EVs,Nissan’s first solid-state EV planned for 2028 – TechCrunch,"Nissan unveiled a prototype production facility for solid-state batteries, a big step to develop and deliver an EV powered by the next-gen battery tech by 2028."
General Pro,long-term benefits of EVs,Trump targets EV charging funding programs Tesla benefits from | TechCrunch,President Donald Trump is trying to halt the flow of funding for EV charging infrastructure from two programs that Tesla has benefitted from — the latest
General Pro,long-term benefits of EVs,BMW says we need both battery and hydrogen EVs for a zero-emissions future | TechCrunch,"Despite hydrogen’s challenges, BMW thinks the only way to actually achieve a shift to zero-emissions transportation is through a mix of BEVs and hydrogen vehicles."
General Pro,long-term benefits of EVs,"Advertising is complicated, but Melissa Grady is very good at it",Nilay Patel talks with Cadillac CMO Melissa Grady about how advertising has been reinvented by technology — from data-driven insights to new social media platforms to the role of influencers in marketing.
General Pro,long-term benefits of EVs,Ford says a pickup truck will be the first EV built on its low-cost platform | TechCrunch,"The first vehicle that will be built on the low-cost EV platform Ford's been developing in secret will be a mid-size pickup due out in 2027, the automaker"
General Pro,long-term benefits of EVs,The Station: London scooter winners and Ford’s most important EV – TechCrunch,"The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hello and welcome back to The Station, a weekly newsletter dedicated to all the ways people and packa…"
General Pro,long-term benefits of EVs,Barcelona nights,"I’ve yet to walk the entire floor at Mobile World Congress this year (that’s the goal for this afternoon), but my sense is the majority of the robots present fit into one of two categories: robot vacuums or greeter robots."
General Pro,long-term benefits of EVs,India's gig economy drivers face bust in the country's digital boom,"Gig workers in India face unique & significant pain points-declining income, high expenses & lack of welfare/security."
General Pro,long-term benefits of EVs,Nest co-founder Matt Rogers invests in EV conversion company Everrati,"UK-based Everrati, which converts and re-engineers prestige cars like Porsche's 911 into electric cars, is now operating in the US in partnership with Aria Group. We interviewed CEO Justin Lunny and former Nest co-founder Matt Rogers."
